date,anomaly_category,severity_pct,raw_score,hour,day_of_week,is_weekend,Appliances_Wh,lights_Wh,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C,T7_C,T8_C,T9_C,T_out_C,RH_1_pct,RH_2_pct,RH_3_pct,RH_5_pct,RH_out_pct,Windspeed_ms,Press_mmHg,Tdewpoint_C,top1_capteur,top1_label,top1_shap_score,top1_direction,top1_valeur_brute,top1_percentile_ctx,top1_interpretation,top2_capteur,top2_label,top2_shap_score,top2_direction,top2_valeur_brute,top2_percentile_ctx,top2_interpretation,top3_capteur,top3_label,top3_shap_score,top3_direction,top3_valeur_brute,top3_percentile_ctx,top3_interpretation,top4_capteur,top4_label,top4_shap_score,top4_direction,top4_valeur_brute,top4_percentile_ctx,top4_interpretation,top5_capteur,top5_label,top5_shap_score,top5_direction,top5_valeur_brute,top5_percentile_ctx,top5_interpretation
2016-01-18 22:20:00,mid,95.52,0.508241,22,Monday,0,50.0,10.0,20.76,19.7,20.6,21.07,17.85,-4.55,18.0,20.2,17.07,-4.3,38.3,38.2,41.7,71.2,86.7,1.67,756.6,-6.27,RH_3,Humidite buanderie (%),0.026775,HAUSSE,41.7,69.3,Humidite buanderie (%) = 41.7 -> valeur dans la norme pour 22h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.021495,HAUSSE,20.6,24.0,Temperature buanderie (C) = 20.6 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.008786,HAUSSE,38.23,20.5,Humidite salon/salle de vie (%) = 38.23 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie),RH_6,Humidite ext. Nord (%),0.00739,HAUSSE,84.25,67.5,Humidite ext. Nord (%) = 84.25 -> valeur dans la norme pour 22h (HAUSSE du score anomalie),T9,Temperature chambre (C),0.005494,HAUSSE,17.07,14.3,Temperature chambre (C) = 17.07 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie)
2016-01-18 22:30:00,mid,95.91,0.510141,22,Monday,0,60.0,20.0,20.7,19.7,20.52,20.93,17.77,-4.88,18.0,20.2,17.0,-4.45,38.3,38.4,41.6,69.2,87.0,1.5,756.6,-6.35,RH_3,Humidite buanderie (%),0.025126,HAUSSE,41.65,68.8,Humidite buanderie (%) = 41.65 -> valeur dans la norme pour 22h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.015571,HAUSSE,20.52,22.0,Temperature buanderie (C) = 20.52 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.013339,HAUSSE,38.29,36.7,Humidite cuisine (%) = 38.29 -> valeur dans la norme pour 22h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.006335,HAUSSE,20.0,92.9,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 22h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.006198,HAUSSE,38.36,21.4,Humidite salon/salle de vie (%) = 38.36 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie)
2016-01-19 18:00:00,mid,95.3,0.506793,18,Tuesday,0,350.0,10.0,19.17,17.7,18.93,17.89,16.31,-3.62,18.79,19.79,16.79,-2.0,39.5,40.2,39.1,54.7,83.0,1.0,757.7,-4.5,Appliances,Consommation appareils (Wh),0.034728,HAUSSE,350.0,91.1,Consommation appareils (Wh) = 350.0 -> valeur tres haute (top 10%) pour 18h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.008818,HAUSSE,39.06,56.1,Humidite buanderie (%) = 39.06 -> valeur dans la norme pour 18h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.008102,HAUSSE,10.0,82.4,Eclairage (Wh) = 10.0 -> valeur haute (top 25%) pour 18h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.007893,HAUSSE,19.17,6.7,Temperature cuisine (C) = 19.17 -> valeur tres basse (bottom 10%) pour 18h (HAUSSE du score anomalie),T7,Temperature chambre parentale (C),0.007818,HAUSSE,18.79,37.8,Temperature chambre parentale (C) = 18.79 -> valeur dans la norme pour 18h (HAUSSE du score anomalie)
2016-01-19 19:50:00,high,99.23,0.544968,19,Tuesday,0,360.0,20.0,19.2,17.96,19.39,17.6,16.3,-4.98,18.17,20.29,16.57,-2.95,41.0,40.2,41.8,60.5,88.8,0.17,758.1,-4.57,Appliances,Consommation appareils (Wh),0.03614,HAUSSE,360.0,95.4,Consommation appareils (Wh) = 360.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.032568,HAUSSE,41.76,75.2,Humidite buanderie (%) = 41.76 -> valeur haute (top 25%) pour 19h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.030597,HAUSSE,19.39,4.9,Temperature buanderie (C) = 19.39 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.014607,HAUSSE,20.0,96.7,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),Windspeed,Vitesse du vent (m/s),0.001665,HAUSSE,0.17,0.3,Vitesse du vent (m/s) = 0.17 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie)
2016-01-19 20:00:00,mid,98.75,0.534504,20,Tuesday,0,290.0,10.0,19.26,18.03,19.73,17.53,16.9,-4.97,18.1,20.29,16.5,-3.0,40.8,40.1,42.6,75.1,89.0,0.0,758.2,-4.6,RH_3,Humidite buanderie (%),0.034573,HAUSSE,42.62,76.3,Humidite buanderie (%) = 42.62 -> valeur haute (top 25%) pour 20h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.034504,HAUSSE,19.73,5.4,Temperature buanderie (C) = 19.73 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),RH_5,Humidite salle de bain (%),0.015711,HAUSSE,75.07,90.6,Humidite salle de bain (%) = 75.07 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),RH_6,Humidite ext. Nord (%),0.006906,HAUSSE,83.86,70.1,Humidite ext. Nord (%) = 83.86 -> valeur dans la norme pour 20h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.001267,HAUSSE,40.83,52.5,Humidite cuisine (%) = 40.83 -> valeur dans la norme pour 20h (HAUSSE du score anomalie)
2016-01-19 20:10:00,high,99.17,0.543727,20,Tuesday,0,460.0,10.0,19.32,18.1,20.07,17.5,16.96,-5.0,18.0,20.32,16.5,-3.25,40.8,40.2,43.0,67.8,89.8,0.33,758.2,-4.73,Appliances,Consommation appareils (Wh),0.035159,HAUSSE,460.0,99.8,Consommation appareils (Wh) = 460.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.029803,HAUSSE,20.07,10.5,Temperature buanderie (C) = 20.07 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),T_out,Temperature exterieure station meteo (C),0.018756,HAUSSE,-3.25,0.0,Temperature exterieure station meteo (C) = -3.25 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.014053,HAUSSE,16.96,3.3,Temperature salle de bain (C) = 16.96 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.010748,HAUSSE,40.16,42.2,Humidite salon/salle de vie (%) = 40.16 -> valeur dans la norme pour 20h (HAUSSE du score anomalie)
2016-01-19 20:20:00,high,99.47,0.550554,20,Tuesday,0,570.0,20.0,19.39,18.2,20.29,17.5,17.23,-5.22,18.0,20.39,16.46,-3.5,41.1,40.5,43.1,61.0,90.7,0.67,758.2,-4.87,T3,Temperature buanderie (C),0.053499,HAUSSE,20.29,18.8,Temperature buanderie (C) = 20.29 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.046139,HAUSSE,570.0,100.0,Consommation appareils (Wh) = 570.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.014994,HAUSSE,43.07,79.2,Humidite buanderie (%) = 43.07 -> valeur haute (top 25%) pour 20h (HAUSSE du score anomalie),Press_mm_hg,Pression atmospherique (mmHg),0.00294,HAUSSE,758.2,61.4,Pression atmospherique (mmHg) = 758.2 -> valeur dans la norme pour 20h (HAUSSE du score anomalie),,,,,,,
2016-01-19 20:30:00,mid,98.77,0.534633,20,Tuesday,0,470.0,20.0,19.39,18.26,20.46,17.87,17.53,-5.36,17.89,20.39,16.46,-3.75,40.6,40.6,43.0,56.5,91.5,1.0,758.2,-5.0,Appliances,Consommation appareils (Wh),0.030316,HAUSSE,470.0,99.8,Consommation appareils (Wh) = 470.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.030158,HAUSSE,20.46,20.8,Temperature buanderie (C) = 20.46 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.015864,HAUSSE,17.53,14.1,Temperature salle de bain (C) = 17.53 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.011192,HAUSSE,43.0,78.8,Humidite buanderie (%) = 43.0 -> valeur haute (top 25%) pour 20h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.007558,HAUSSE,20.0,90.8,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie)
2016-01-19 20:40:00,high,99.28,0.545912,20,Tuesday,0,450.0,20.0,19.39,18.43,20.6,18.53,17.67,-5.43,17.89,20.46,16.39,-4.0,40.4,40.6,42.7,54.2,92.3,1.33,758.2,-5.13,T4,Temperature bureau (C),0.022484,HAUSSE,18.53,10.0,Temperature bureau (C) = 18.53 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.021115,HAUSSE,20.6,21.9,Temperature buanderie (C) = 20.6 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.020806,HAUSSE,450.0,99.6,Consommation appareils (Wh) = 450.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),RH_9,Humidite chambre (%),0.015593,HAUSSE,35.66,8.5,Humidite chambre (%) = 35.66 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.015183,HAUSSE,19.39,4.7,Temperature cuisine (C) = 19.39 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie)
2016-01-19 20:50:00,mid,98.74,0.53418,20,Tuesday,0,450.0,10.0,19.5,18.5,20.6,19.27,17.79,-5.51,17.86,20.5,16.39,-4.25,40.4,40.5,42.1,51.9,93.2,1.67,758.2,-5.27,Appliances,Consommation appareils (Wh),0.01839,HAUSSE,450.0,99.6,Consommation appareils (Wh) = 450.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.017206,HAUSSE,20.6,21.9,Temperature buanderie (C) = 20.6 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),T4,Temperature bureau (C),0.015611,HAUSSE,19.27,23.2,Temperature bureau (C) = 19.27 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.015499,HAUSSE,42.07,72.5,Humidite buanderie (%) = 42.07 -> valeur dans la norme pour 20h (HAUSSE du score anomalie),Windspeed,Vitesse du vent (m/s),0.012539,HAUSSE,1.67,17.6,Vitesse du vent (m/s) = 1.67 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie)
2016-01-19 21:00:00,mid,98.56,0.531833,21,Tuesday,0,380.0,20.0,19.57,18.65,20.46,19.79,17.79,-5.58,17.79,20.5,16.39,-4.5,40.2,40.3,41.4,50.1,94.0,2.0,758.2,-5.4,T4,Temperature bureau (C),0.030256,HAUSSE,19.79,26.9,Temperature bureau (C) = 19.79 -> valeur dans la norme pour 21h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.026302,HAUSSE,20.0,92.5,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 21h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.01416,HAUSSE,17.79,11.6,Temperature salle de bain (C) = 17.79 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.011307,HAUSSE,380.0,99.0,Consommation appareils (Wh) = 380.0 -> valeur tres haute (top 10%) pour 21h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.010973,HAUSSE,20.46,19.1,Temperature buanderie (C) = 20.46 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie)
2016-01-19 21:10:00,mid,96.58,0.513476,21,Tuesday,0,110.0,10.0,19.63,18.73,20.32,20.2,17.89,-5.66,17.7,20.5,16.39,-4.35,40.0,40.1,41.2,48.7,93.5,1.83,758.2,-5.32,Appliances,Consommation appareils (Wh),0.020034,HAUSSE,110.0,81.0,Consommation appareils (Wh) = 110.0 -> valeur haute (top 25%) pour 21h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.016645,HAUSSE,19.63,5.2,Temperature cuisine (C) = 19.63 -> valeur tres basse (bottom 10%) pour 21h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.015266,HAUSSE,41.16,68.9,Humidite buanderie (%) = 41.16 -> valeur dans la norme pour 21h (HAUSSE du score anomalie),Windspeed,Vitesse du vent (m/s),0.012158,HAUSSE,1.83,19.7,Vitesse du vent (m/s) = 1.83 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.011106,HAUSSE,18.73,10.4,Temperature salon/salle de vie (C) = 18.73 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie)
2016-01-19 21:20:00,mid,95.73,0.509088,21,Tuesday,0,110.0,10.0,19.7,18.86,20.26,20.45,17.89,-5.74,17.7,20.5,16.29,-4.2,39.9,40.0,40.8,47.9,93.0,1.67,758.2,-5.23,RH_3,Humidite buanderie (%),0.017761,HAUSSE,40.8,68.7,Humidite buanderie (%) = 40.8 -> valeur dans la norme pour 21h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.014653,HAUSSE,20.26,14.3,Temperature buanderie (C) = 20.26 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.014273,HAUSSE,110.0,81.0,Consommation appareils (Wh) = 110.0 -> valeur haute (top 25%) pour 21h (HAUSSE du score anomalie),T4,Temperature bureau (C),0.012167,HAUSSE,20.45,42.7,Temperature bureau (C) = 20.45 -> valeur dans la norme pour 21h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.007956,HAUSSE,36.2,25.9,Humidite bureau (%) = 36.2 -> valeur dans la norme pour 21h (HAUSSE du score anomalie)
2016-01-19 21:30:00,mid,96.16,0.511535,21,Tuesday,0,110.0,20.0,19.7,18.89,20.2,20.32,18.0,-5.65,17.7,20.5,16.29,-4.05,39.7,39.8,40.4,47.1,92.5,1.5,758.2,-5.15,RH_3,Humidite buanderie (%),0.025565,HAUSSE,40.39,64.4,Humidite buanderie (%) = 40.39 -> valeur dans la norme pour 21h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.016056,HAUSSE,35.7,21.5,Humidite bureau (%) = 35.7 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.010926,HAUSSE,20.2,13.3,Temperature buanderie (C) = 20.2 -> valeur basse (bottom 25%) pour 21h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.007669,HAUSSE,20.0,92.5,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 21h (HAUSSE du score anomalie),RH_9,Humidite chambre (%),0.007499,HAUSSE,34.93,2.7,Humidite chambre (%) = 34.93 -> valeur tres basse (bottom 10%) pour 21h (HAUSSE du score anomalie)
2016-01-19 22:10:00,mid,97.38,0.519016,22,Tuesday,0,70.0,10.0,19.79,19.0,19.82,19.57,19.17,-5.53,17.5,20.43,16.32,-3.67,38.7,38.4,39.6,81.6,91.0,1.0,758.2,-4.97,T3,Temperature buanderie (C),0.020722,HAUSSE,19.82,7.8,Temperature buanderie (C) = 19.82 -> valeur tres basse (bottom 10%) pour 22h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.015478,HAUSSE,38.36,21.4,Humidite salon/salle de vie (%) = 38.36 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.011738,HAUSSE,10.0,69.3,Eclairage (Wh) = 10.0 -> valeur dans la norme pour 22h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.009731,HAUSSE,19.17,39.0,Temperature salle de bain (C) = 19.17 -> valeur dans la norme pour 22h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.009496,HAUSSE,35.5,21.4,Humidite bureau (%) = 35.5 -> valeur basse (bottom 25%) pour 22h (HAUSSE du score anomalie)
2016-01-20 19:00:00,high,99.39,0.547979,19,Wednesday,0,540.0,30.0,17.76,17.22,17.86,16.2,16.07,0.8,16.1,20.2,15.43,-0.2,41.2,38.2,37.7,51.4,93.0,2.0,760.7,-1.2,lights,Eclairage (Wh),0.031122,HAUSSE,30.0,100.0,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),T9,Temperature chambre (C),0.02657,HAUSSE,15.43,0.5,Temperature chambre (C) = 15.43 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.024797,HAUSSE,540.0,98.6,Consommation appareils (Wh) = 540.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),T6,Temperature ext. Nord (C),0.014602,HAUSSE,0.8,5.2,Temperature ext. Nord (C) = 0.8 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.01204,HAUSSE,17.22,2.2,Temperature salon/salle de vie (C) = 17.22 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie)
2016-01-20 19:10:00,high,99.68,0.559314,19,Wednesday,0,340.0,30.0,17.96,17.46,18.07,16.2,16.02,0.8,16.1,20.17,15.39,-0.15,46.6,39.0,39.5,51.3,92.5,1.83,760.8,-1.22,RH_3,Humidite buanderie (%),0.053357,HAUSSE,39.53,61.9,Humidite buanderie (%) = 39.53 -> valeur dans la norme pour 19h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.020886,HAUSSE,30.0,100.0,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),RH_8,Humidite salon ado (%),0.019826,HAUSSE,40.5,57.2,Humidite salon ado (%) = 40.5 -> valeur dans la norme pour 19h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.018514,HAUSSE,38.99,33.5,Humidite salon/salle de vie (%) = 38.99 -> valeur dans la norme pour 19h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.005104,HAUSSE,18.07,0.5,Temperature buanderie (C) = 18.07 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie)
2016-01-20 19:20:00,high,99.99,0.587052,19,Wednesday,0,410.0,40.0,18.23,17.66,18.4,16.13,16.0,0.8,16.1,20.1,15.39,-0.1,44.3,39.7,41.9,51.4,92.0,1.67,760.9,-1.23,RH_3,Humidite buanderie (%),0.055044,HAUSSE,41.86,76.0,Humidite buanderie (%) = 41.86 -> valeur haute (top 25%) pour 19h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.040242,HAUSSE,40.0,100.0,Eclairage (Wh) = 40.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.025607,HAUSSE,44.26,79.8,Humidite cuisine (%) = 44.26 -> valeur haute (top 25%) pour 19h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.024131,HAUSSE,410.0,97.0,Consommation appareils (Wh) = 410.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.016821,HAUSSE,18.23,2.2,Temperature cuisine (C) = 18.23 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie)
2016-01-20 19:30:00,high,99.87,0.570816,19,Wednesday,0,390.0,30.0,18.36,17.86,18.86,16.1,16.0,0.7,16.1,20.13,15.39,-0.05,43.3,39.8,43.4,51.5,91.5,1.5,761.0,-1.25,RH_3,Humidite buanderie (%),0.027544,HAUSSE,43.36,83.1,Humidite buanderie (%) = 43.36 -> valeur haute (top 25%) pour 19h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.023155,HAUSSE,39.79,44.1,Humidite salon/salle de vie (%) = 39.79 -> valeur dans la norme pour 19h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.02151,HAUSSE,390.0,96.5,Consommation appareils (Wh) = 390.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.021236,HAUSSE,17.86,3.5,Temperature salon/salle de vie (C) = 17.86 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.017876,HAUSSE,30.0,100.0,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie)
2016-01-20 19:40:00,high,99.88,0.572398,19,Wednesday,0,360.0,40.0,18.53,18.03,19.13,16.1,16.0,0.7,16.1,20.18,15.39,0.0,43.4,39.7,43.5,51.6,91.0,1.33,761.0,-1.27,RH_3,Humidite buanderie (%),0.060434,HAUSSE,43.5,83.1,Humidite buanderie (%) = 43.5 -> valeur haute (top 25%) pour 19h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.029098,HAUSSE,40.0,100.0,Eclairage (Wh) = 40.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.021474,HAUSSE,360.0,95.4,Consommation appareils (Wh) = 360.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.016913,HAUSSE,18.53,2.2,Temperature cuisine (C) = 18.53 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.015088,HAUSSE,19.13,3.0,Temperature buanderie (C) = 19.13 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie)
2016-01-20 19:50:00,high,99.89,0.572436,19,Wednesday,0,330.0,50.0,18.6,18.17,19.46,16.13,16.06,0.73,16.1,20.2,15.39,0.05,42.2,39.5,43.7,51.4,90.5,1.17,761.1,-1.28,lights,Eclairage (Wh),0.074945,HAUSSE,50.0,100.0,Eclairage (Wh) = 50.0 -> valeur tres haute (top 10%) pour 19h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.035662,HAUSSE,19.46,5.2,Temperature buanderie (C) = 19.46 -> valeur tres basse (bottom 10%) pour 19h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.027293,HAUSSE,43.73,84.5,Humidite buanderie (%) = 43.73 -> valeur haute (top 25%) pour 19h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.005144,HAUSSE,36.93,38.4,Humidite bureau (%) = 36.93 -> valeur dans la norme pour 19h (HAUSSE du score anomalie),,,,,,,
2016-01-20 20:00:00,high,99.96,0.577822,20,Wednesday,0,210.0,40.0,18.73,18.32,19.67,16.2,16.44,0.8,16.1,20.23,15.42,0.1,41.3,39.2,43.8,49.4,90.0,1.0,761.2,-1.3,T3,Temperature buanderie (C),0.035926,HAUSSE,19.67,4.0,Temperature buanderie (C) = 19.67 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.032892,HAUSSE,43.79,84.2,Humidite buanderie (%) = 43.79 -> valeur haute (top 25%) pour 20h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.020215,HAUSSE,37.33,34.2,Humidite bureau (%) = 37.33 -> valeur dans la norme pour 20h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.017732,HAUSSE,18.73,1.8,Temperature cuisine (C) = 18.73 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.015827,HAUSSE,40.0,100.0,Eclairage (Wh) = 40.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie)
2016-01-20 20:10:00,high,99.75,0.563415,20,Wednesday,0,100.0,40.0,18.86,18.46,19.82,16.23,16.89,0.8,16.1,20.28,15.5,0.13,41.0,38.8,43.5,47.8,90.0,1.17,761.2,-1.27,lights,Eclairage (Wh),0.038536,HAUSSE,40.0,100.0,Eclairage (Wh) = 40.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.021543,HAUSSE,100.0,49.1,Consommation appareils (Wh) = 100.0 -> valeur dans la norme pour 20h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.018473,HAUSSE,18.46,6.5,Temperature salon/salle de vie (C) = 18.46 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),T4,Temperature bureau (C),0.012867,HAUSSE,16.23,2.0,Temperature bureau (C) = 16.23 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.012167,HAUSSE,38.83,25.9,Humidite salon/salle de vie (%) = 38.83 -> valeur dans la norme pour 20h (HAUSSE du score anomalie)
2016-01-20 20:20:00,high,99.57,0.55521,20,Wednesday,0,160.0,30.0,19.0,18.63,19.96,16.23,17.26,0.8,16.1,20.27,15.53,0.17,40.9,38.6,43.1,47.0,90.0,1.33,761.3,-1.23,T3,Temperature buanderie (C),0.033587,HAUSSE,19.96,10.0,Temperature buanderie (C) = 19.96 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.020822,HAUSSE,43.1,79.2,Humidite buanderie (%) = 43.1 -> valeur haute (top 25%) pour 20h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.018527,HAUSSE,160.0,92.6,Consommation appareils (Wh) = 160.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.016674,HAUSSE,30.0,99.3,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.013531,HAUSSE,38.56,25.2,Humidite salon/salle de vie (%) = 38.56 -> valeur dans la norme pour 20h (HAUSSE du score anomalie)
2016-01-20 20:30:00,high,99.35,0.547086,20,Wednesday,0,390.0,20.0,19.1,18.76,19.86,16.23,17.57,0.83,16.1,20.25,15.66,0.2,40.4,38.4,42.1,46.6,90.0,1.5,761.4,-1.2,T3,Temperature buanderie (C),0.031781,HAUSSE,19.86,8.9,Temperature buanderie (C) = 19.86 -> valeur tres basse (bottom 10%) pour 20h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.02377,HAUSSE,42.12,73.0,Humidite buanderie (%) = 42.12 -> valeur dans la norme pour 20h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.018278,HAUSSE,17.57,14.3,Temperature salle de bain (C) = 17.57 -> valeur basse (bottom 25%) pour 20h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.017017,HAUSSE,20.0,90.8,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.013191,HAUSSE,390.0,98.7,Consommation appareils (Wh) = 390.0 -> valeur tres haute (top 10%) pour 20h (HAUSSE du score anomalie)
