date,anomaly_category,severity_pct,heure,creneau,jour,saison,is_weekend,Appliances_Wh,lights_Wh,T1_cuisine_C,T2_salon_C,T3_buanderie_C,T5_sdb_C,T_out_C,RH_3_buanderie_pct,RH_5_sdb_pct,RH_out_pct,Windspeed_ms,q_Appliances,pct_Appliances,q_lights,q_T2_salon,q_T_out,q_RH_5_sdb,nb_regles_activees,severite_max,codes_regles,titres_regles,diagnostic_principal_code,diagnostic_principal_titre,diagnostic_principal_detail,diagnostic_complet
2016-02-25 11:20:00,mid,98.27,11,matinee (9h-12h),Thursday,hiver,0,360.0,20.0,20.26,19.46,20.99,17.89,4.8,41.2,48.5,72.0,3.33,TRES_HAUT,96.3,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 360 Wh (extremement eleve (top 5%) pour 11h) avec T_out=4.8C. Effort de chauffage intense pour maintenir l'interieur a 20.3C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 360 Wh (extremement eleve (top 5%) pour 11h) avec T_out=4.8C. Effort de chauffage intense pour maintenir l'interieur a 20.3C.
2016-02-25 11:30:00,mid,98.34,11,matinee (9h-12h),Thursday,hiver,0,300.0,20.0,20.26,19.5,21.4,17.89,4.95,41.7,48.5,70.0,3.5,TRES_HAUT,93.4,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 300 Wh (tres eleve (top 10%) pour 11h) avec T_out=5.0C. Effort de chauffage intense pour maintenir l'interieur a 20.3C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 300 Wh (tres eleve (top 10%) pour 11h) avec T_out=5.0C. Effort de chauffage intense pour maintenir l'interieur a 20.3C.
2016-02-25 11:40:00,high,99.02,11,matinee (9h-12h),Thursday,hiver,0,270.0,30.0,20.26,19.57,21.76,17.89,5.1,41.9,48.5,68.0,3.67,TRES_HAUT,91.8,TRES_HAUT,NORMAL,NORMAL,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie HIGH (severite 99.0%ile) le 25/02/2016 a 11h40. Appareils=270 Wh (tres eleve (top 10%) pour 11h), Eclairage=30 Wh, T_out=5.1C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie HIGH (severite 99.0%ile) le 25/02/2016 a 11h40. Appareils=270 Wh (tres eleve (top 10%) pour 11h), Eclairage=30 Wh, T_out=5.1C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 11:50:00,mid,98.69,11,matinee (9h-12h),Thursday,hiver,0,250.0,20.0,20.39,19.6,22.03,17.89,5.25,41.7,48.5,66.0,3.83,TRES_HAUT,91.1,TRES_HAUT,NORMAL,NORMAL,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 98.7%ile) le 25/02/2016 a 11h50. Appareils=250 Wh (tres eleve (top 10%) pour 11h), Eclairage=20 Wh, T_out=5.2C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 98.7%ile) le 25/02/2016 a 11h50. Appareils=250 Wh (tres eleve (top 10%) pour 11h), Eclairage=20 Wh, T_out=5.2C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 12:00:00,mid,98.03,12,midi (12h-14h),Thursday,hiver,0,230.0,20.0,20.39,19.6,22.32,17.86,5.4,41.3,48.5,64.0,4.0,TRES_HAUT,93.0,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 98.0%ile) le 25/02/2016 a 12h00. Appareils=230 Wh (tres eleve (top 10%) pour 12h), Eclairage=20 Wh, T_out=5.4C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 98.0%ile) le 25/02/2016 a 12h00. Appareils=230 Wh (tres eleve (top 10%) pour 12h), Eclairage=20 Wh, T_out=5.4C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 12:10:00,mid,96.38,12,midi (12h-14h),Thursday,hiver,0,210.0,20.0,20.39,19.6,22.46,17.85,5.52,40.9,48.5,62.8,3.83,TRES_HAUT,91.7,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 96.4%ile) le 25/02/2016 a 12h10. Appareils=210 Wh (tres eleve (top 10%) pour 12h), Eclairage=20 Wh, T_out=5.5C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 96.4%ile) le 25/02/2016 a 12h10. Appareils=210 Wh (tres eleve (top 10%) pour 12h), Eclairage=20 Wh, T_out=5.5C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 13:00:00,mid,97.28,13,midi (12h-14h),Thursday,hiver,0,710.0,30.0,20.7,19.7,22.2,17.85,6.1,39.6,48.0,57.0,3.0,TRES_HAUT,99.9,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 97.3%ile) le 25/02/2016 a 13h00. Appareils=710 Wh (extremement eleve (top 5%) pour 13h), Eclairage=30 Wh, T_out=6.1C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 97.3%ile) le 25/02/2016 a 13h00. Appareils=710 Wh (extremement eleve (top 5%) pour 13h), Eclairage=30 Wh, T_out=6.1C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 13:30:00,mid,96.85,13,midi (12h-14h),Thursday,hiver,0,280.0,20.0,20.89,19.89,23.07,17.89,5.9,42.6,47.8,57.5,3.5,TRES_HAUT,94.5,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 96.8%ile) le 25/02/2016 a 13h30. Appareils=280 Wh (tres eleve (top 10%) pour 13h), Eclairage=20 Wh, T_out=5.9C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 96.8%ile) le 25/02/2016 a 13h30. Appareils=280 Wh (tres eleve (top 10%) pour 13h), Eclairage=20 Wh, T_out=5.9C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 13:40:00,mid,96.07,13,midi (12h-14h),Thursday,hiver,0,300.0,20.0,21.0,19.86,23.36,17.89,5.83,42.8,47.7,57.7,3.67,TRES_HAUT,95.5,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 96.1%ile) le 25/02/2016 a 13h40. Appareils=300 Wh (extremement eleve (top 5%) pour 13h), Eclairage=20 Wh, T_out=5.8C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 96.1%ile) le 25/02/2016 a 13h40. Appareils=300 Wh (extremement eleve (top 5%) pour 13h), Eclairage=20 Wh, T_out=5.8C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 14:00:00,mid,98.17,14,apres-midi (14h-18h),Thursday,hiver,0,230.0,30.0,21.0,19.79,23.57,17.89,5.7,40.5,47.6,58.0,4.0,TRES_HAUT,94.9,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 98.2%ile) le 25/02/2016 a 14h00. Appareils=230 Wh (tres eleve (top 10%) pour 14h), Eclairage=30 Wh, T_out=5.7C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 98.2%ile) le 25/02/2016 a 14h00. Appareils=230 Wh (tres eleve (top 10%) pour 14h), Eclairage=30 Wh, T_out=5.7C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 18:20:00,mid,96.13,18,soiree (18h-22h),Thursday,hiver,0,720.0,20.0,20.86,19.26,21.6,17.88,4.0,36.4,46.5,75.7,3.0,TRES_HAUT,100.0,TRES_HAUT,BAS,BAS,NORMAL,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 720 Wh (extremement eleve (top 5%) pour 18h) avec T_out=4.0C. Effort de chauffage intense pour maintenir l'interieur a 20.9C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 720 Wh (extremement eleve (top 5%) pour 18h) avec T_out=4.0C. Effort de chauffage intense pour maintenir l'interieur a 20.9C.
2016-02-25 18:50:00,mid,96.78,18,soiree (18h-22h),Thursday,hiver,0,100.0,10.0,21.2,19.63,21.6,17.79,3.25,36.7,46.6,79.7,1.5,NORMAL,43.1,HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 96.8%ile) le 25/02/2016 a 18h50. Appareils=100 Wh (dans la plage normale pour 18h), Eclairage=10 Wh, T_out=3.2C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 96.8%ile) le 25/02/2016 a 18h50. Appareils=100 Wh (dans la plage normale pour 18h), Eclairage=10 Wh, T_out=3.2C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 19:00:00,mid,96.79,19,soiree (18h-22h),Thursday,hiver,0,90.0,10.0,21.26,19.7,21.63,17.88,3.0,37.2,47.1,81.0,1.0,NORMAL,31.8,HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 96.8%ile) le 25/02/2016 a 19h00. Appareils=90 Wh (dans la plage normale pour 19h), Eclairage=10 Wh, T_out=3.0C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 96.8%ile) le 25/02/2016 a 19h00. Appareils=90 Wh (dans la plage normale pour 19h), Eclairage=10 Wh, T_out=3.0C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 19:10:00,mid,97.11,19,soiree (18h-22h),Thursday,hiver,0,90.0,0.0,21.39,19.82,21.7,17.89,2.88,37.6,47.5,81.5,1.0,NORMAL,31.8,NORMAL,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 97.1%ile) le 25/02/2016 a 19h10. Appareils=90 Wh (dans la plage normale pour 19h), Eclairage=0 Wh, T_out=2.9C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 97.1%ile) le 25/02/2016 a 19h10. Appareils=90 Wh (dans la plage normale pour 19h), Eclairage=0 Wh, T_out=2.9C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-25 20:30:00,mid,96.41,20,soiree (18h-22h),Thursday,hiver,0,160.0,30.0,21.79,20.57,21.79,19.56,2.05,37.5,83.9,87.5,1.0,TRES_HAUT,94.0,TRES_HAUT,NORMAL,TRES_BAS,TRES_HAUT,1,basse,HYG_BATHROOM_SPIKE,Humidite elevee en salle de bain,HYG_BATHROOM_SPIKE,Humidite elevee en salle de bain,"Humidite salle de bain : 84% (tres eleve (top 10%) pour 20h), sur creneau habituel. Douche/bain prolonge ou ventilation insuffisante.","[HYG_BATHROOM_SPIKE / BASSE] Humidite salle de bain : 84% (tres eleve (top 10%) pour 20h), sur creneau habituel. Douche/bain prolonge ou ventilation insuffisante."
2016-02-26 12:40:00,mid,97.87,12,midi (12h-14h),Friday,hiver,0,420.0,0.0,20.46,18.89,21.26,18.2,5.07,39.0,44.5,65.0,1.0,TRES_HAUT,99.1,HAUT,BAS,BAS,BAS,1,elevee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 420 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / ELEVEE] Les appareils consomment 420 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-26 12:50:00,mid,98.9,12,midi (12h-14h),Friday,hiver,0,370.0,0.0,20.53,19.0,21.6,18.1,5.13,39.2,44.7,64.5,1.0,TRES_HAUT,97.8,HAUT,BAS,BAS,BAS,1,moderee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 370 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 370 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-26 13:00:00,mid,98.55,13,midi (12h-14h),Friday,hiver,0,170.0,0.0,20.6,19.07,21.89,18.16,5.2,39.3,45.1,64.0,1.0,HAUT,87.9,HAUT,BAS,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 98.5%ile) le 26/02/2016 a 13h00. Appareils=170 Wh (au-dessus de la normale (top 25%) pour 13h), Eclairage=0 Wh, T_out=5.2C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 98.5%ile) le 26/02/2016 a 13h00. Appareils=170 Wh (au-dessus de la normale (top 25%) pour 13h), Eclairage=0 Wh, T_out=5.2C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-26 13:10:00,mid,97.22,13,midi (12h-14h),Friday,hiver,0,70.0,0.0,20.7,19.13,21.96,18.2,5.27,39.2,45.4,62.7,1.0,NORMAL,55.9,HAUT,BAS,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 97.2%ile) le 26/02/2016 a 13h10. Appareils=70 Wh (dans la plage normale pour 13h), Eclairage=0 Wh, T_out=5.3C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 97.2%ile) le 26/02/2016 a 13h10. Appareils=70 Wh (dans la plage normale pour 13h), Eclairage=0 Wh, T_out=5.3C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-27 09:40:00,mid,97.42,9,matinee (9h-12h),Saturday,hiver,1,310.0,0.0,19.79,18.29,20.29,18.2,2.43,37.2,48.6,73.0,5.33,TRES_HAUT,95.1,HAUT,NORMAL,BAS,NORMAL,3,moderee,ENERGY_PEAK_NO_LIGHT | METEO_WIND_COLD | COMBINED_OVERCONSUMPTION_COLD,Surconsommation d'appareils sans eclairage | Vent fort par temperatures basses | Surconsommation par grand froid — effort de chauffage important,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 310 Wh (extremement eleve (top 5%) pour 9h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 310 Wh (extremement eleve (top 5%) pour 9h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.
---
[METEO_WIND_COLD / MODEREE] Vent de 5.3 m/s (au-dessus de la normale (top 25%)) avec T_out=2.4C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 310 Wh (extremement eleve (top 5%) pour 9h) avec T_out=2.4C. Effort de chauffage intense pour maintenir l'interieur a 19.8C."
2016-02-29 11:50:00,mid,95.74,11,matinee (9h-12h),Monday,hiver,0,70.0,0.0,19.39,18.89,20.5,17.1,4.37,34.4,50.2,57.2,7.0,NORMAL,61.1,HAUT,BAS,BAS,NORMAL,1,moderee,METEO_WIND_COLD,Vent fort par temperatures basses,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 7.0 m/s (au-dessus de la normale (top 25%)) avec T_out=4.4C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 7.0 m/s (au-dessus de la normale (top 25%)) avec T_out=4.4C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
2016-02-29 12:50:00,mid,96.08,12,midi (12h-14h),Monday,hiver,0,360.0,0.0,20.03,19.29,20.96,17.1,5.08,36.1,48.7,52.8,7.0,TRES_HAUT,97.6,HAUT,NORMAL,BAS,NORMAL,1,moderee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 360 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 360 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 13:00:00,mid,95.61,13,midi (12h-14h),Monday,hiver,0,260.0,0.0,20.17,19.29,21.29,17.1,5.2,37.1,48.6,52.0,7.0,TRES_HAUT,93.3,HAUT,BAS,BAS,NORMAL,1,moderee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 260 Wh (tres eleve (top 10%) pour 13h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 260 Wh (tres eleve (top 10%) pour 13h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 13:10:00,mid,95.18,13,midi (12h-14h),Monday,hiver,0,250.0,0.0,20.23,19.29,21.66,17.1,5.27,37.9,48.4,52.0,6.83,TRES_HAUT,92.6,HAUT,BAS,BAS,NORMAL,1,moderee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 250 Wh (tres eleve (top 10%) pour 13h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 250 Wh (tres eleve (top 10%) pour 13h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 13:30:00,mid,97.5,13,midi (12h-14h),Monday,hiver,0,150.0,10.0,20.43,19.39,22.07,17.1,5.4,37.6,48.1,52.0,6.5,HAUT,86.9,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 97.5%ile) le 29/02/2016 a 13h30. Appareils=150 Wh (au-dessus de la normale (top 25%) pour 13h), Eclairage=10 Wh, T_out=5.4C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 97.5%ile) le 29/02/2016 a 13h30. Appareils=150 Wh (au-dessus de la normale (top 25%) pour 13h), Eclairage=10 Wh, T_out=5.4C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-02-29 13:50:00,mid,95.19,13,midi (12h-14h),Monday,hiver,0,600.0,0.0,20.6,19.39,21.76,17.1,5.53,35.5,47.9,52.0,6.17,TRES_HAUT,99.9,HAUT,NORMAL,BAS,NORMAL,1,elevee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 600 Wh (extremement eleve (top 5%) pour 13h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / ELEVEE] Les appareils consomment 600 Wh (extremement eleve (top 5%) pour 13h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 14:00:00,mid,95.4,14,apres-midi (14h-18h),Monday,hiver,0,590.0,0.0,20.7,19.32,21.63,17.1,5.6,35.3,47.9,52.0,6.0,TRES_HAUT,99.7,HAUT,BAS,BAS,NORMAL,1,elevee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 590 Wh (extremement eleve (top 5%) pour 14h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / ELEVEE] Les appareils consomment 590 Wh (extremement eleve (top 5%) pour 14h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 16:00:00,mid,95.65,16,apres-midi (14h-18h),Monday,hiver,0,290.0,0.0,21.73,19.7,23.23,17.17,6.1,37.9,47.3,46.0,5.0,TRES_HAUT,95.1,HAUT,NORMAL,BAS,NORMAL,1,moderee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 290 Wh (extremement eleve (top 5%) pour 16h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 290 Wh (extremement eleve (top 5%) pour 16h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 16:20:00,mid,95.49,16,apres-midi (14h-18h),Monday,hiver,0,240.0,0.0,21.73,19.79,23.6,17.17,6.03,38.5,47.2,47.3,5.0,TRES_HAUT,92.5,HAUT,NORMAL,BAS,NORMAL,1,moderee,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 240 Wh (tres eleve (top 10%) pour 16h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / MODEREE] Les appareils consomment 240 Wh (tres eleve (top 10%) pour 16h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie."
2016-02-29 18:00:00,mid,97.13,18,soiree (18h-22h),Monday,hiver,0,300.0,20.0,21.6,19.67,22.96,17.26,4.5,35.1,46.1,62.0,4.0,HAUT,88.6,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 300 Wh (au-dessus de la normale (top 25%) pour 18h) avec T_out=4.5C. Effort de chauffage intense pour maintenir l'interieur a 21.6C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 300 Wh (au-dessus de la normale (top 25%) pour 18h) avec T_out=4.5C. Effort de chauffage intense pour maintenir l'interieur a 21.6C.
2016-02-29 18:20:00,mid,95.75,18,soiree (18h-22h),Monday,hiver,0,510.0,20.0,21.53,19.57,23.23,17.2,3.87,35.7,46.0,66.0,3.67,TRES_HAUT,98.8,TRES_HAUT,NORMAL,BAS,NORMAL,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 510 Wh (extremement eleve (top 5%) pour 18h) avec T_out=3.9C. Effort de chauffage intense pour maintenir l'interieur a 21.5C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 510 Wh (extremement eleve (top 5%) pour 18h) avec T_out=3.9C. Effort de chauffage intense pour maintenir l'interieur a 21.5C.
